Entrez	Symbol	Name	Entrez	Uniprot
79924	ADM2	adrenomedullin 2	79924	Q7Z4H4
199800	ADM5	adrenomedullin 5 (putative)	199800	C9JUS6
133	ADM	adrenomedullin	133	P35318
22850	ADNP2	ADNP homeobox 2	22850	Q6IQ32
23394	ADNP	activity dependent neuroprotector homeobox	23394	Q9H2P0
83440	ADPGK	ADP dependent glucokinase	83440	Q9BRR6
60496	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	60496	Q9NRN7
141	ADPRH	ADP-ribosylarginine hydrolase	141	P54922
56985	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	56985	Q3LIE5
54936	ADPRS	ADP-ribosylserine hydrolase	54936	Q9NX46
153	ADRB1	adrenoceptor beta 1	153	P08588
154	ADRB2	adrenoceptor beta 2	154	P07550
155	ADRB3	adrenoceptor beta 3	155	P13945
11047	ADRM1	ADRM1 26S proteasome ubiquitin receptor	11047	Q16186
2232	FDXR	ferredoxin reductase	2232	P22570
291	SLC25A4	solute carrier family 25 member 4	291	P12235
292	SLC25A5	solute carrier family 25 member 5	292	P05141
293	SLC25A6	solute carrier family 25 member 6	293	P12236
83447	SLC25A31	solute carrier family 25 member 31	83447	Q9H0C2
84830	ADTRP	androgen dependent TFPI regulating protein	84830	Q96IZ2
2230	FDX1	ferredoxin 1	2230	P10109
165	AEBP1	AE binding protein 1	165	Q8IUX7
121536	AEBP2	AE binding protein 2	121536	Q6ZN18
84890	ADO	2-aminoethanethiol dioxygenase	84890	Q96SZ5
158056	MAMDC4	MAM domain containing 4	158056	Q6UXC1
64782	AEN	apoptosis enhancing nuclease	64782	Q8WTP8
8028	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	8028	P55197
4302	MLLT6	MLLT6, PHD finger containing	4302	P55198
134265	AFAP1L1	actin filament associated protein 1 like 1	134265	Q8TED9
84632	AFAP1L2	actin filament associated protein 1 like 2	84632	Q8N4X5
10962	MLLT11	MLLT11 transcription factor 7 cofactor	10962	Q13015
4300	MLLT3	MLLT3 super elongation complex subunit	4300	P42568
4301	AFDN	afadin, adherens junction formation factor	4301	P55196
173	AFM	afamin	173	P43652
60312	AFAP1	actin filament associated protein 1	60312	Q8N556
4299	AFF1	AF4/FMR2 family member 1	4299	P51825
2334	AFF2	AF4/FMR2 family member 2	2334	P51816
3899	AFF3	AF4/FMR2 family member 3	3899	P51826
27125	AFF4	AF4/FMR2 family member 4	27125	Q9UHB7
246269	AFG1L	AFG1 like ATPase	246269	Q8WV93
166378	SPATA5	spermatogenesis associated 5	166378	Q8NB90
10939	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	Q9Y4W6
54812	AFTPH	aftiphilin	54812	Q6ULP2
84920	ALG10	ALG10 alpha-1,2-glucosyltransferase	84920	Q5BKT4
144245	ALG10B	ALG10 alpha-1,2-glucosyltransferase B	144245	Q5I7T1
644974	ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	644974	C9J202
119385	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	119385	Q8TF27
2717	GLA	galactosidase alpha	2717	P06280
116987	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	116987	Q9UPQ3
116986	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	116986	Q99490
116988	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988	Q96P47
119016	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	119016	Q96P64
729092	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	729092	A6NIR3
414189	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	414189	Q5VW22
642517	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	642517	Q5VTM2
3267	AGFG1	ArfGAP with FG repeats 1	3267	P52594
3268	AGFG2	ArfGAP with FG repeats 2	3268	O95081
55109	AGGF1	angiogenic factor with G-patch and FHA domains 1	55109	Q8N302
55750	AGK	acylglycerol kinase	55750	Q53H12
5238	PGM3	phosphoglucomutase 3	5238	O95394
26523	AGO1	argonaute RISC component 1	26523	Q9UL18
27161	AGO2	argonaute RISC catalytic component 2	27161	Q9UKV8
192669	AGO3	argonaute RISC catalytic component 3	192669	Q9H9G7
192670	AGO4	argonaute RISC component 4	192670	Q9HCK5
10551	AGR2	anterior gradient 2, protein disulphide isomerase family member	10551	O95994
155465	AGR3	anterior gradient 3, protein disulphide isomerase family member	155465	Q8TD06
84435	ADGRA1	adhesion G protein-coupled receptor A1	84435	Q86SQ6
25960	ADGRA2	adhesion G protein-coupled receptor A2	25960	Q96PE1
166647	ADGRA3	adhesion G protein-coupled receptor A3	166647	Q8IWK6
575	ADGRB1	adhesion G protein-coupled receptor B1	575	O14514
576	ADGRB2	adhesion G protein-coupled receptor B2	576	O60241
577	ADGRB3	adhesion G protein-coupled receptor B3	577	O60242
283383	ADGRD1	adhesion G protein-coupled receptor D1	283383	Q6QNK2
2015	ADGRE1	adhesion G protein-coupled receptor E1	2015	Q14246
30817	ADGRE2	adhesion G protein-coupled receptor E2	30817	Q9UHX3
84658	ADGRE3	adhesion G protein-coupled receptor E3	84658	Q9BY15
976	ADGRE5	adhesion G protein-coupled receptor E5	976	P48960
266977	ADGRF1	adhesion G protein-coupled receptor F1	266977	Q5T601
222611	ADGRF2	adhesion G protein-coupled receptor F2	222611	Q8IZF7
165082	ADGRF3	adhesion G protein-coupled receptor F3	165082	Q8IZF5
221393	ADGRF4	adhesion G protein-coupled receptor F4	221393	Q8IZF3
221395	ADGRF5	adhesion G protein-coupled receptor F5	221395	Q8IZF2
9289	ADGRG1	adhesion G protein-coupled receptor G1	9289	Q9Y653
10149	ADGRG2	adhesion G protein-coupled receptor G2	10149	Q8IZP9
222487	ADGRG3	adhesion G protein-coupled receptor G3	222487	Q86Y34
139378	ADGRG4	adhesion G protein-coupled receptor G4	139378	Q8IZF6
221188	ADGRG5	adhesion G protein-coupled receptor G5	221188	Q8IZF4
57211	ADGRG6	adhesion G protein-coupled receptor G6	57211	Q86SQ4
84873	ADGRG7	adhesion G protein-coupled receptor G7	84873	Q96K78
375790	AGRN	agrin	375790	O00468
22859	ADGRL1	adhesion G protein-coupled receptor L1	22859	O94910
23266	ADGRL2	adhesion G protein-coupled receptor L2	23266	O95490
23284	ADGRL3	adhesion G protein-coupled receptor L3	23284	Q9HAR2
64123	ADGRL4	adhesion G protein-coupled receptor L4	64123	Q9HBW9
181	AGRP	agouti related neuropeptide	181	O00253
84059	ADGRV1	adhesion G protein-coupled receptor V1	84059	Q8WXG9
64902	AGXT2	alanine--glyoxylate aminotransferase 2	64902	Q9BYV1
185	AGTR1	angiotensin II receptor type 1	185	P30556
186	AGTR2	angiotensin II receptor type 2	186	P50052
27245	AHDC1	AT-hook DNA binding motif containing 1	27245	Q5TGY3
54806	AHI1	Abelson helper integration site 1	54806	Q8N157
113146	AHNAK2	AHNAK nucleoprotein 2	113146	Q8IVF2
79026	AHNAK	AHNAK nucleoprotein	79026	Q09666
57491	AHRR	aryl-hydrocarbon receptor repressor	57491	A9YTQ3
196	AHR	aryl hydrocarbon receptor	196	P35869
10598	AHSA1	activator of HSP90 ATPase activity 1	10598	O95433
51327	AHSP	alpha hemoglobin stabilizing protein	51327	Q9NZD4
57379	AICDA	activation induced cytidine deaminase	57379	Q9GZX7
64853	AIDA	axin interactor, dorsalization associated	64853	Q96BJ3
83543	AIF1L	allograft inflammatory factor 1 like	83543	Q9BQI0
199	AIF1	allograft inflammatory factor 1	199	P55008
9131	AIFM1	apoptosis inducing factor mitochondria associated 1	9131	O95831
150209	AIFM3	apoptosis inducing factor mitochondria associated 3	150209	Q96NN9
51390	AIG1	androgen induced 1	51390	Q9NVV5
9447	AIM2	absent in melanoma 2	9447	O14862
9255	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	9255	Q12904
7965	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7965	Q13155
9118	INA	internexin neuronal intermediate filament protein alpha	9118	Q16352
23746	AIPL1	aryl hydrocarbon receptor interacting protein like 1	23746	Q9NZN9
9049	AIP	aryl hydrocarbon receptor interacting protein	9049	O00170
326	AIRE	autoimmune regulator	326	O43918
55966	AJAP1	adherens junctions associated protein 1	55966	Q9UKB5
389813	AJM1	apical junction component 1 homolog	389813	C9J069
84962	AJUBA	ajuba LIM protein	84962	Q96IF1
8227	AKAP17A	A-kinase anchoring protein 17A	8227	Q02040
10327	AKR1A1	aldo-keto reductase family 1 member A1	10327	P14550
57016	AKR1B10	aldo-keto reductase family 1 member B10	57016	O60218
441282	AKR1B15	aldo-keto reductase family 1 member B15	441282	C9JRZ8
1645	AKR1C1	aldo-keto reductase family 1 member C1	1645	Q04828
1646	AKR1C2	aldo-keto reductase family 1 member C2	1646	P52895
8644	AKR1C3	aldo-keto reductase family 1 member C3	8644	P42330
1109	AKR1C4	aldo-keto reductase family 1 member C4	1109	P17516
6718	AKR1D1	aldo-keto reductase family 1 member D1	6718	P51857
11216	AKAP10	A-kinase anchoring protein 10	11216	O43572
11215	AKAP11	A-kinase anchoring protein 11	11215	Q9UKA4
9590	AKAP12	A-kinase anchoring protein 12	9590	Q02952
158798	AKAP14	A-kinase anchoring protein 14	158798	Q86UN6
9465	AKAP7	A-kinase anchoring protein 7	9465	O43687
9465	AKAP7	A-kinase anchoring protein 7	9465	Q9P0M2
642597	AKAIN1	A-kinase anchor inhibitor 1	642597	P0CW23
8165	AKAP1	A-kinase anchoring protein 1	8165	Q92667
445815	PALM2AKAP2	PALM2 and AKAP2 fusion	445815	Q9Y2D5
10566	AKAP3	A-kinase anchoring protein 3	10566	O75969
8852	AKAP4	A-kinase anchoring protein 4	8852	Q5JQC9
9495	AKAP5	A-kinase anchoring protein 5	9495	P24588
9472	AKAP6	A-kinase anchoring protein 6	9472	Q13023
10270	AKAP8	A-kinase anchoring protein 8	10270	O43823
10142	AKAP9	A-kinase anchoring protein 9	10142	Q99996
83592	AKR1E2	aldo-keto reductase family 1 member E2	83592	Q96JD6
348094	ANKDD1A	ankyrin repeat and death domain containing 1A	348094	Q495B1
728780	ANKDD1B	ankyrin repeat and death domain containing 1B	728780	A6NHY2
54467	ANKIB1	ankyrin repeat and IBR domain containing 1	54467	Q9P2G1
56672	AKIP1	A-kinase interacting protein 1	56672	Q9NQ31
54998	AURKAIP1	aurora kinase A interacting protein 1	54998	Q9NWT8
79647	AKIRIN1	akirin 1	79647	Q9H9L7
55122	AKIRIN2	akirin 2	55122	Q53H80
80709	AKNA	AT-hook transcription factor	80709	Q7Z591
254268	AKNAD1	AKNA domain containing 1	254268	Q5T1N1
11214	AKAP13	A-kinase anchoring protein 13	11214	Q12802
26993	AKAP8L	A-kinase anchoring protein 8 like	26993	Q9ULX6
207	AKT1	AKT serine/threonine kinase 1	207	P31749
208	AKT2	AKT serine/threonine kinase 2	208	P31751
10000	AKT3	AKT serine/threonine kinase 3	10000	Q9Y243
64400	AKTIP	AKT interacting protein	64400	Q9H8T0
84335	AKT1S1	AKT1 substrate 1	84335	Q96B36
120534	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein	120534	Q8N8R7
216	ALDH1A1	aldehyde dehydrogenase 1 family member A1	216	P00352
8854	ALDH1A2	aldehyde dehydrogenase 1 family member A2	8854	O94788
220	ALDH1A3	aldehyde dehydrogenase 1 family member A3	220	P47895
219	ALDH1B1	aldehyde dehydrogenase 1 family member B1	219	P30837
10840	ALDH1L1	aldehyde dehydrogenase 1 family member L1	10840	O75891
160428	ALDH1L2	aldehyde dehydrogenase 1 family member L2	160428	Q3SY69
259173	ALS2CL	ALS2 C-terminal like	259173	Q60I27
218	ALDH3A1	aldehyde dehydrogenase 3 family member A1	218	P30838
224	ALDH3A2	aldehyde dehydrogenase 3 family member A2	224	P51648
221	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221	P43353
8659	ALDH4A1	aldehyde dehydrogenase 4 family member A1	8659	P30038
241	ALOX5AP	arachidonate 5-lipoxygenase activating protein	241	P20292
501	ALDH7A1	aldehyde dehydrogenase 7 family member A1	501	P49419
64577	ALDH8A1	aldehyde dehydrogenase 8 family member A1	64577	Q9H2A2
223	ALDH9A1	aldehyde dehydrogenase 9 family member A1	223	P49189
2875	GPT	glutamic--pyruvic transaminase	2875	P24298
84706	GPT2	glutamic--pyruvic transaminase 2	84706	Q8TD30
213	ALB	albumin	213	P02768
217	ALDH2	aldehyde dehydrogenase 2 family member	217	P05091
226	ALDOA	aldolase, fructose-bisphosphate A	226	P04075
229	ALDOB	aldolase, fructose-bisphosphate B	229	P05062
230	ALDOC	aldolase, fructose-bisphosphate C	230	P09972
231	AKR1B1	aldo-keto reductase family 1 member B	231	P15121
2778	GNAS	GNAS complex locus	2778	P84996
440138	ALG11	ALG11 alpha-1,2-mannosyltransferase	440138	Q2TAA5
79087	ALG12	ALG12 alpha-1,6-mannosyltransferase	79087	Q9BV10
79868	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	79868	Q9NP73
199857	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	199857	Q96F25
200810	ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like	200810	Q6GMV1
56052	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	56052	Q9BT22
85365	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	85365	Q9H553
10195	ALG3	ALG3 alpha-1,3- mannosyltransferase	10195	Q92685
29880	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	29880	Q9Y673
29929	ALG6	ALG6 alpha-1,3-glucosyltransferase	29929	Q9Y672
79053	ALG8	ALG8 alpha-1,3-glucosyltransferase	79053	Q9BVK2
79796	ALG9	ALG9 alpha-1,2-mannosyltransferase	79796	Q9H6U8
8846	ALKBH1	alkB homolog 1, histone H2A dioxygenase	8846	Q13686
121642	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	121642	Q6NS38
221120	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	221120	Q96Q83
54784	ALKBH4	alkB homolog 4, lysine demethylase	54784	Q9NXW9
54890	ALKBH5	alkB homolog 5, RNA demethylase	54890	Q6P6C2
84964	ALKBH6	alkB homolog 6	84964	Q3KRA9
84266	ALKBH7	alkB homolog 7	84266	Q9BT30
91801	ALKBH8	alkB homolog 8, tRNA methyltransferase	91801	Q96BT7
389658	ALKAL1	ALK and LTK ligand 1	389658	Q6UXT8
285016	ALKAL2	ALK and LTK ligand 2	285016	Q6UX46
392636	AGMO	alkylglycerol monooxygenase	392636	Q6ZNB7
238	ALK	ALK receptor tyrosine kinase	238	Q9UM73
55821	ALLC	allantoicase	55821	Q8N6M5
7840	ALMS1	ALMS1 centrosome and basal body associated protein	7840	Q8TCU4
80216	ALPK1	alpha kinase 1	80216	Q96QP1
115701	ALPK2	alpha kinase 2	115701	Q86TB3
57538	ALPK3	alpha kinase 3	57538	Q96L96
2671	GFER	growth factor, augmenter of liver regeneration	2671	P55789
57679	ALS2	alsin Rho guanine nucleotide exchange factor ALS2	57679	Q96Q42
3483	IGFALS	insulin like growth factor binding protein acid labile subunit	3483	P35858
8092	ALX1	ALX homeobox 1	8092	Q15699
257	ALX3	ALX homeobox 3	257	O95076
60529	ALX4	ALX homeobox 4	60529	Q9H161
23600	AMACR	alpha-methylacyl-CoA racemase	23600	Q9UHK6
258	AMBN	ameloblastin	258	Q9NP70
259	AMBP	alpha-1-microglobulin/bikunin precursor	259	P02760
5066	PAM	peptidylglycine alpha-amidating monooxygenase	5066	P19021
265	AMELX	amelogenin X-linked	265	Q99217
266	AMELY	amelogenin Y-linked	266	Q99218
139285	AMER1	APC membrane recruitment protein 1	139285	Q5JTC6
219287	AMER2	APC membrane recruitment protein 2	219287	Q8N7J2
205147	AMER3	APC membrane recruitment protein 3	205147	Q8N944
83607	AMMECR1L	AMMECR1 like	83607	Q6DCA0
267	AMFR	autocrine motility factor receptor	267	Q9UKV5
57463	AMIGO1	adhesion molecule with Ig like domain 1	57463	Q86WK6
347902	AMIGO2	adhesion molecule with Ig like domain 2	347902	Q86SJ2
386724	AMIGO3	adhesion molecule with Ig like domain 3	386724	Q86WK7
269	AMHR2	anti-Mullerian hormone receptor type 2	269	Q16671
9949	AMMECR1	AMMECR nuclear protein 1	9949	Q9Y4X0
196394	AMN1	antagonist of mitotic exit network 1 homolog	196394	Q8IY45
81693	AMN	amnion associated transmembrane protein	81693	Q9BXJ7
154810	AMOTL1	angiomotin like 1	154810	Q8IY63
51421	AMOTL2	angiomotin like 2	51421	Q9Y2J4
154796	AMOT	angiomotin	154796	Q4VCS5
6051	RNPEP	arginyl aminopeptidase	6051	Q9H4A4
270	AMPD1	adenosine monophosphate deaminase 1	270	P23109
271	AMPD2	adenosine monophosphate deaminase 2	271	Q01433
272	AMPD3	adenosine monophosphate deaminase 3	272	Q01432
2028	ENPEP	glutamyl aminopeptidase	2028	Q07075
273	AMPH	amphiphysin	273	P49418
51056	LAP3	leucine aminopeptidase 3	51056	P28838
290	ANPEP	alanyl aminopeptidase, membrane	290	P15144
84909	AOPEP	aminopeptidase O (putative)	84909	Q8N6M6
206338	LVRN	laeverin	206338	Q6Q4G3
55626	AMBRA1	autophagy and beclin 1 regulator 1	55626	Q9C0C7
4043	LRPAP1	LDL receptor related protein associated protein 1	4043	P30533
401138	AMTN	amelotin	401138	Q6UX39
278	AMY1C	amylase alpha 1C	278	P0DUB6
276	AMY1A	amylase alpha 1A	276	P0DUB6
277	AMY1B	amylase alpha 1B	277	P0DUB6
278	AMY1C	amylase alpha 1C	278	P0DTE7
276	AMY1A	amylase alpha 1A	276	P0DTE7
277	AMY1B	amylase alpha 1B	277	P0DTE7
278	AMY1C	amylase alpha 1C	278	P0DTE8
276	AMY1A	amylase alpha 1A	276	P0DTE8
277	AMY1B	amylase alpha 1B	277	P0DTE8
280	AMY2B	amylase alpha 2B	280	P19961
279	AMY2A	amylase alpha 2A	279	P04746
155185	AMZ1	archaelysin family metallopeptidase 1	155185	Q400G9
51321	AMZ2	archaelysin family metallopeptidase 2	51321	Q86W34
88455	ANKRD13A	ankyrin repeat domain 13A	88455	Q8IZ07
124930	ANKRD13B	ankyrin repeat domain 13B	124930	Q86YJ7
81573	ANKRD13C	ankyrin repeat domain 13C	81573	Q8N6S4
338692	ANKRD13D	ankyrin repeat domain 13D	338692	Q6ZTN6
253650	ANKRD18A	ankyrin repeat domain 18A	253650	Q8IVF6
91074	ANKRD30A	ankyrin repeat domain 30A	91074	Q9BXX3
8125	ANP32A	acidic nuclear phosphoprotein 32 family member A	8125	P39687
10541	ANP32B	acidic nuclear phosphoprotein 32 family member B	10541	Q92688
23520	ANP32C	acidic nuclear phosphoprotein 32 family member C	23520	O43423
23519	ANP32D	acidic nuclear phosphoprotein 32 family member D	23519	O95626
81611	ANP32E	acidic nuclear phosphoprotein 32 family member E	81611	Q9BTT0
651746	ANKRD33B	ankyrin repeat domain 33B	651746	A6NCL7
284615	ANKRD34A	ankyrin repeat domain 34A	284615	Q69YU3
340120	ANKRD34B	ankyrin repeat domain 34B	340120	A5PLL1
390616	ANKRD34C	ankyrin repeat domain 34C	390616	P0C6C1
375248	ANKRD36	ankyrin repeat domain 36	375248	A6QL64
57730	ANKRD36B	ankyrin repeat domain 36B	57730	Q8N2N9
4669	NAGLU	N-acetyl-alpha-glucosaminidase	4669	P54802
29882	ANAPC2	anaphase promoting complex subunit 2	29882	Q9UJX6
84936	ZFYVE19	zinc finger FYVE-type containing 19	84936	Q96K21
367	AR	androgen receptor	367	P10275
4879	NPPB	natriuretic peptide B	4879	P16860
4880	NPPC	natriuretic peptide C	4880	P23582
51479	ANKFY1	ankyrin repeat and FYVE domain containing 1	51479	Q9P2R3
4878	NPPA	natriuretic peptide A	4878	P01160
23357	ANGEL1	angel homolog 1	23357	Q9UNK9
90806	ANGEL2	angel homolog 2	90806	Q5VTE6
283	ANG	angiogenin	283	P03950
9068	ANGPTL1	angiopoietin like 1	9068	O95841
23452	ANGPTL2	angiopoietin like 2	23452	Q9UKU9
27329	ANGPTL3	angiopoietin like 3	27329	Q9Y5C1
51129	ANGPTL4	angiopoietin like 4	51129	Q9BY76
253935	ANGPTL5	angiopoietin like 5	253935	Q86XS5
83854	ANGPTL6	angiopoietin like 6	83854	Q8NI99
10218	ANGPTL7	angiopoietin like 7	10218	O43827
55908	ANGPTL8	angiopoietin like 8	55908	Q6UXH0
284	ANGPT1	angiopoietin 1	284	Q15389
285	ANGPT2	angiopoietin 2	285	O15123
51378	ANGPT4	angiopoietin 4	51378	Q9Y264
183	AGT	angiotensinogen	183	P01019
647589	ANHX	anomalous homeobox	647589	E9PGG2
286	ANK1	ankyrin 1	286	P16157
287	ANK2	ankyrin 2	287	Q01484
288	ANK3	ankyrin 3	288	Q12955
150709	ANKAR	ankyrin and armadillo repeat containing	150709	Q7Z5J8
63926	ANKEF1	ankyrin repeat and EF-hand domain containing 1	63926	Q9NU02
162282	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	162282	Q8N957
54882	ANKHD1	ankyrin repeat and KH domain containing 1	54882	Q8IWZ3
404734	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough	404734	Q8IWZ3
56172	ANKH	ANKH inorganic pyrophosphate transport regulator	56172	Q9HCJ1
255239	ANKK1	ankyrin repeat and kinase domain containing 1	255239	Q8NFD2
126549	ANKLE1	ankyrin repeat and LEM domain containing 1	126549	Q8NAG6
23141	ANKLE2	ankyrin repeat and LEM domain containing 2	23141	Q86XL3
65990	ANTKMT	adenine nucleotide translocase lysine methyltransferase	65990	Q9BQD7
27063	ANKRD1	ankyrin repeat domain 1	27063	Q15327
26287	ANKRD2	ankyrin repeat domain 2	26287	Q9GZV1
22881	ANKRD6	ankyrin repeat domain 6	22881	Q9Y2G4
56311	ANKRD7	ankyrin repeat domain 7	56311	Q92527
122416	ANKRD9	ankyrin repeat domain 9	122416	Q96BM1
124401	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	124401	Q6ZW76
203286	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	203286	Q68DC2
389161	ANKUB1	ankyrin repeat and ubiquitin domain containing 1	389161	A6NFN9
51281	ANKMY1	ankyrin repeat and MYND domain containing 1	51281	Q9P2S6
57037	ANKMY2	ankyrin repeat and MYND domain containing 2	57037	Q8IV38
55139	ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1	55139	Q9H8Y5
54443	ANLN	anillin actin binding protein	54443	Q9NQW6
3276	PRMT1	protein arginine methyltransferase 1	3276	Q99873
3275	PRMT2	protein arginine methyltransferase 2	3275	P55345
10196	PRMT3	protein arginine methyltransferase 3	10196	O60678
10419	PRMT5	protein arginine methyltransferase 5	10419	O14744
55170	PRMT6	protein arginine methyltransferase 6	55170	Q96LA8
54496	PRMT7	protein arginine methyltransferase 7	54496	Q9NVM4
56341	PRMT8	protein arginine methyltransferase 8	56341	Q9NR22
90826	PRMT9	protein arginine methyltransferase 9	90826	Q6P2P2
55129	ANO10	anoctamin 10	55129	Q9NW15
55107	ANO1	anoctamin 1	55107	Q5XXA6
57101	ANO2	anoctamin 2	57101	Q9NQ90
63982	ANO3	anoctamin 3	63982	Q9BYT9
121601	ANO4	anoctamin 4	121601	Q32M45
203859	ANO5	anoctamin 5	203859	Q75V66
196527	ANO6	anoctamin 6	196527	Q4KMQ2
50636	ANO7	anoctamin 7	50636	Q6IWH7
57719	ANO8	anoctamin 8	57719	Q9HCE9
338440	ANO9	anoctamin 9	338440	A1A5B4
4881	NPR1	natriuretic peptide receptor 1	4881	P16066
4882	NPR2	natriuretic peptide receptor 2	4882	P20594
4883	NPR3	natriuretic peptide receptor 3	4883	P17342
55608	ANKRD10	ankyrin repeat domain 10	55608	Q9NXR5
