NUMBER	SwissProt ID (DUB)	SwissProt ID (Substrate)	SwissProt AC (DUB)	SwissProt AC (Substrate)	Gene Symbol (DUB)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	DUBTYPE	COUNT	type	species
96	UBP7_HUMAN	YAP1_HUMAN	Q93009	P46937	USP7	YAP1	MEDLINE	30679505	Here, we show that Hippo pathway attenuates the binding of a ubiquitin-specific protease <span class="match term0">Usp7</span> to <span class="match term1">Yki</span>, which regulates Hippo signaling through deubiquitinating <span class="match term1">Yki</span>	USP	1	Other	H.sapiens
97	OTUB1_HUMAN	ESR1_HUMAN	Q96FW1	P03372	OTUB1	ESR1	UNIPROT	UBP46_HUMAN	Deubiquitinates estrogen receptor alpha (<span class="match term1">ESR1</span>)	OTU	1	Other	H.sapiens
98	UBP11_HUMAN	SPRTN_HUMAN	P51784	Q9H040	USP11	SPRTN	MEDLINE	33567341	<span class="match term0">USP11</span> mediates repair of DNA-protein crosslinks by deubiquitinating <span class="match term1">SPRTN</span> metalloprotease	USP	1	Other	H.sapiens
99	UBP11_HUMAN	BMI1_HUMAN	P51784	P35226	USP11	BMI1	MEDLINE	27919796	27919796	USP	1	Training data	H.sapiens
100	PSDE_HUMAN	GRB2_HUMAN	O00487	P62993	PSMD14	GRB2	MEDLINE	31634528	<span class="match term0">PSMD14</span> inhibits degradation of <span class="match term1">GRB2</span> via deubiquitinating this oncoprotein in HCC cells	JAMM	1	Other	H.sapiens
101	UBP7_HUMAN	BMI1_HUMAN	Q93009	P35226	USP7	BMI1	MEDLINE	27919796	27919796	USP	1	Training data	H.sapiens
102	UBP15_HUMAN	BMR1A_HUMAN	Q9Y4E8	P36894	USP15	BMPR1A	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
103	USP9X_HUMAN	EGLN3_HUMAN	Q93008	Q9H6Z9	USP9X	EGLN3	MEDLINE	34112167	<span class="match term0">USP9X</span> promotes apoptosis in cholangiocarcinoma by modulation expression of KIF1Bbeta via deubiquitinating <span class="match term1">EGLN3</span>	USP	1	Other	H.sapiens
104	UBP28_HUMAN	BRAF_HUMAN	Q96RU2	P15056	USP28	BRAF	MEDLINE	29880484	Here, we demonstrate that the deubiquitinating enzyme <span class="match term0">USP28</span> functions through a feedback loop to destabilize RAF family members.	USP	1	Training data	H.sapiens
105	UBP15_HUMAN	BRAP_HUMAN	Q9Y4E8	Q7Z569	USP15	BRAP	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
106	BAP1_HUMAN	BRCA1_HUMAN	Q92560	P38398	BAP1	BRCA1	MEDLINE	25121098	<span class="match term0">BAP1</span> also controls G1/S cell cycle progression by regulating <span class="match term1">BRCA-1</span> [111], Ying Yang 1 (YY-1), and host cell factor 1 (HCF-1)	UCH	1	Training data	H.sapiens
107	CYLD_HUMAN	SMAD7_HUMAN	Q9NQC7	O15105	CYLD	SMAD7	MEDLINE	24756567	This showed that <span class="match term0">CYLD</span> can bind to <span class="match term1">SMAD7</span> and deubiquitinate <span class="match term1">SMAD7</span> at Lysine 360 and 374 residues, which are required for the activation of TAK1 and p38 signaling	USP	1	Training data	H.sapiens
108	UBP11_HUMAN	BRCA2_HUMAN	P51784	P51587	USP11	BRCA2	MEDLINE	28031783	28031783	USP	1	Training data	H.sapiens
109	UBP19_HUMAN	GCR_HUMAN	O94966	P04150	USP19	NR3C1	MEDLINE	29901692	Thus, <span class="match term0">USP19</span> modulates <span class="match term1">GR</span> levels and in so doing may modulate both insulin and glucocorticoid signaling, two critical pathways that control protein turnover in muscle and overall glucose homeostasis.	USP	1	Training data	H.sapiens
110	UBP7_HUMAN	EZH2_HUMAN	Q93009	Q15910	USP7	EZH2	MEDLINE	32453339	<span class="match term0">USP7</span> deubiquitinates and stabilizes <span class="match term1">EZH2</span> in prostate cancer cells	USP	1	Other	H.sapiens
111	TNAP3_HUMAN	RIPK2_HUMAN	P21580	O43353	TNFAIP3	RIPK2	MEDLINE	26834734	Activation of <span class="match term1">RIPK2</span> depends on its K63 ubiquitination by E3 ligases, whereas the deubiquitinating enzyme <span class="match term0">A20</span> counter regulates <span class="match term1">RIPK2</span> activity by cleaving K63-polyubiquitin chains from <span class="match term1">RIPK2</span>.	OTU	1	Training data	H.sapiens
112	CYLD_HUMAN	RIPK2_HUMAN	Q9NQC7	O43353	CYLD	RIPK2	MEDLINE	26834734	<span class="match term0">CYLD</span>-mediated K63 deubiquitination of <span class="match term1">RIPK2</span> resulted in an impaired activation of both NF-kappaB and ERK1/2 pathways, reduced production of proinflammatory cytokines interleukin-6 (IL-6), IL-12, anti-listerial reactive oxygen species (ROS) and nitric oxide (NO), and, finally, impaired pathogen control.	USP	1	Training data	H.sapiens
113	BAP1_HUMAN	KLF5_HUMAN	Q92560	Q13887	BAP1	KLF5	MEDLINE	26419610	<span class="match term0">BAP1</span> interacts directly with <span class="match term1">KLF5</span> and stabilizes <span class="match term1">KLF5</span> via deubiquitination	UCH	1	Training data	H.sapiens
114	UBP4_HUMAN	RIPK1_HUMAN	Q13107	Q13546	USP4	RIPK1	MEDLINE	23313255	<span class="match term0">USP4</span> directly interacts with receptor-interacting protein 1 (<span class="match term1">RIP1</span>) and deubiquitinates K63-linked ubiquitination from <span class="match term1">RIP1</span>	USP	1	Training data	H.sapiens
115	U17L2_HUMAN	BRD4_HUMAN	Q6R6M4	O60885	USP17L2	BRD4	MEDLINE	30057199	Here, we demonstrate that the deubiquitinase <span class="match term0">DUB3</span> binds to <span class="match term1">BRD4</span> and promotes its deubiquitination and stabilization.	USP	1	Training data	H.sapiens
116	UBP7_HUMAN	BUB3_HUMAN	Q93009	O43684	USP7	BUB3	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
117	UBP20_HUMAN	SNAI2_HUMAN	Q9Y2K6	O43623	USP20	SNAI2	MEDLINE	32943575	Here, we conducted comprehensive gain- and loss-of-function screens using a human DUB cDNA library of 65 genes and an siRNA library of 98 genes, and identified <span class="match term0">USP20</span> as a deubiquitinase (DUB) that regulates <span class="match term1">SNAI2</span> ubiquitination and stability	USP	1	Other	H.sapiens
118	SNUT2_HUMAN	ZEB1_HUMAN	Q53GS9	P37275	USP39	ZEB1	MEDLINE	33649471	Deubiquitinase <span class="match term0">USP39</span> and E3 ligase TRIM26 balance the level of <span class="match term1">ZEB1</span> ubiquitination and thereby determine the progression of hepatocellular carcinoma	USP	1	Other	H.sapiens
119	UBP10_HUMAN	KLF4_HUMAN	Q14694	O43474	USP10	KLF4	MEDLINE	31748695	The deubiquitinase <span class="match term0">USP10</span> regulates <span class="match term1">KLF4</span> stability and suppresses lung tumorigenesis	USP	1	Other	H.sapiens
120	PSDE_HUMAN	SNAI1_HUMAN	O00487	O95863	PSMD14	SNAI1	MEDLINE	29331416	Furthermore, knockdown of <span class="match term0">PSMD14</span> significantly blocks <span class="match term1">SNAIL</span>-induced EMT and then suppresses tumor cell migration and invasion in vitro and tumor metastasis in vivo.	JAMM	1	Training data	H.sapiens
121	UBP30_HUMAN	MFN2_HUMAN	Q70CQ3	O95140	USP30	MFN2	MEDLINE	29178074	<span class="match term0">USP30</span>, a mitochondrial deubiquitinase, promotes mitochondrial fusion by mediating the deubiquitination of ubiquitylated forms of mitofusins, such as Mfn1 and <span class="match term1">MFN2</span>.	USP	1	Training data	H.sapiens
122	OTUB1_HUMAN	BIRC2_HUMAN	Q96FW1	Q13490	OTUB1	BIRC2	MEDLINE	23524849	Here, we describe the identification of <span class="match term0">OTUB1</span> as a c-IAP-associated deubiquitinating enzyme that regulates <span class="match term1">C-IAP1</span> stability. <span class="match term0">OTUB1</span> disassembles K48-linked polyubiquitin chains from <span class="match term1">C-IAP1</span> in vitro and in vivo within the TWEAK receptor-signalling complex.	OTU	1	Training data	H.sapiens
123	UBP5_HUMAN	CAC1H_HUMAN	P45974	O95180	USP5	CACNA1H	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
124	UBP15_HUMAN	CASP3_HUMAN	Q9Y4E8	P42574	USP15	CASP3	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
125	UBP5_HUMAN	CTNB1_HUMAN	P45974	P35222	USP5	CTNNB1	MEDLINE	30555744	Mechanistically, we found that <span class="match term0">USP5</span> deubiquitinated <span class="match term1">BETA-CATENIN</span>, prevented ubiquitination mediated <span class="match term1">BETA-CATENIN</span> degradation and promoted <span class="match term1">BETA-CATENIN</span> nuclear accumulation, leading to the activation of Wnt/<span class="match term1">BETA-CATENIN</span> signal pathway in NSCLC cells	USP	1	Other	H.sapiens
126	U17L2_HUMAN	DDX58_HUMAN	Q6R6M4	O95786	USP17L2	DDX58	MEDLINE	20368735	Taken together, our findings suggest that <span class="match term0">USP17</span> functions through deubiquitination of <span class="match term1">RIG-I</span> and MDA5 to regulate virus-induced type I IFN signaling.	USP	1	Other	H.sapiens
127	OTUD1_HUMAN	SMUF1_HUMAN	Q5VV17	Q9HCE7	OTUD1	SMURF1	MEDLINE	33361422	Furthermore, <span class="match term0">OTUD1</span> induced upregulation of the E3 ubiquitin ligase <span class="match term1">Smurf1</span> by deubiquitinating <span class="match term1">Smurf1</span>, and <span class="match term1">Smurf1</span> degraded MAVS in MDBK cells in a ubiquitination-dependent manner, ultimately inhibiting IFN-I production	OTU	1	Training data	H.sapiens
128	TNAP3_HUMAN	CASP8_HUMAN	P21580	Q14790	TNFAIP3	CASP8	MEDLINE	25121098	<span class="match term0">Apo2L</span> induces both K48 and K63-linked polyubiquitination of <span class="match term1">caspase 8</span>	OTU	1	Training data	H.sapiens
129	UBP13_HUMAN	UBL4A_HUMAN	Q92995	P11441	USP13	UBL4A	MEDLINE	24424410	we identify <span class="match term0">USP13</span> as a gp78-associated DUB that eliminates ubiquitin conjugates from <span class="match term1">Ubl4A</span> to maintain the functionality of Bag6	USP	1	Other	H.sapiens
130	TRIM2_HUMAN	SNAI1_HUMAN	Q9C040	O95863	TRIM2	SNAI1	MEDLINE	32536816	<span class="match term0">TRIM2</span> directly deubiquitinates and stabilizes <span class="match term1">Snail1</span> protein, mediating proliferation and metastasis of lung adenocarcinoma	Other	1	Other	H.sapiens
131	UBP21_HUMAN	FOXM1_HUMAN	Q9UK80	Q08050	USP21	FOXM1	MEDLINE	30865895	<span class="match term0">USP21</span> increases the stability of <span class="match term1">FOXM1</span>, and <span class="match term0">USP21</span> binds and deubiquitinates <span class="match term1">FOXM1</span> in vivo and in vitro, indicating a direct enzyme-substrate relationship	USP	1	Other	H.sapiens
132	U17L2_HUMAN	LGMN_HUMAN	Q6R6M4	Q99538	USP17L2	LGMN	MEDLINE	24610907	We demonstrate that TRAF6 ubiquitinates the proform of <span class="match term1">AEP</span> through K63-linked polyubiquitin, reversible by <span class="match term0">USP17</span>, and forms a complex with HSP90alpha to subsequently promote pro-<span class="match term1">AEP</span> intracellular stability as well as secretion.	USP	1	Other	H.sapiens
133	UBP37_HUMAN	CCNA2_HUMAN	Q86T82	P20248	USP37	CCNA2	MEDLINE	25347529	Flow cytometry analysis of the HBx-expressing cells showed deregulation of cell cycle apparently due to the enhanced gene expression and stabilization of <span class="match term0">USP37</span> protein and deubiquitination of <span class="match term1">Cyclin A</span> by <span class="match term0">USP37</span>	USP	1	Training data	H.sapiens
134	UBP26_HUMAN	SMAD7_HUMAN	Q9BXU7	O15105	USP26	SMAD7	MEDLINE	28381482	<span class="match term0">USP26</span> regulates TGF-b signaling by deubiquitinating and stabilizing <span class="match term1">SMAD7</span>	USP	1	Other	H.sapiens
135	UBP14_HUMAN	CCNB1_HUMAN	P54578	P14635	USP14	CCNB1	MEDLINE	31474315	<span class="match term1">CyclinB1</span> deubiquitination by <span class="match term0">USP14</span> regulates cell cycle progression in breast cancer	USP	1	Other	H.sapiens
136	UBP2_HUMAN	CCND1_HUMAN	O75604	P24385	USP2	CCND1	MEDLINE	26643174	<span class="match term0">Usp2</span> is a deubiquitination enzyme targeting various factors including <span class="match term1"> CyclinD1</span> in cancer cells and PTH receptor 1 in osteoblasts	USP	1	Training data	H.sapiens
137	UBP44_HUMAN	MD2L1_HUMAN	Q9H0E7	Q13257	USP44	MAD2L1	MEDLINE	25121098	USP39 deubiquitinates aurora B kinase maintaining spindle assembly checkpoint integrity [103] while <span class="match term0">USP44</span> stabilizes <span class="match term1">Mad2</span>/Cdc20 complex inhibiting premature activation of the APC/CCdh1 complex	USP	1	Training data	H.sapiens
138	UBP28_HUMAN	CCNE1_HUMAN	Q96RU2	P24864	USP28	CCNE1	MEDLINE	26410034	. This study pointed towards <span class="match term0">USP28</span> as an oncogene, potentially acting via stabilisation of c-Myc and <span class="match term1"> cyclin E1</span>.	USP	1	Training data	H.sapiens
139	UBP25_HUMAN	TCPD_HUMAN	Q9UHP3	P50991	USP25	CCT4	MEDLINE	25755282	<span class="match term0">USP25</span> catalyzed deubiquitination of the TRiC protein and stabilized the chaperonin, thereby reducing accumulation of misfolded polyglutamine protein aggregates.	USP	1	Training data	H.sapiens
140	OTU7B_HUMAN	CDC16_HUMAN	Q6GQQ9	Q13042	OTUD7B	CDC16	MEDLINE	29973362	Here, we demonstrate that Cezanne/<span class="match term0">OTUD7B</span> is a cell cycle-regulated DUB that opposes the ubiquitination of APC/C targets.	OTU	1	Training data	H.sapiens
141	MINY1_HUMAN	YAP1_HUMAN	Q8N5J2	P46937	MINDY1	YAP1	MEDLINE	34315490	CONCLUSION: In general, our findings establish a previously undocumented catalytic role for <span class="match term0">MINDY1</span> as a deubiquitinating enzyme of <span class="match term1">YAP</span> and provides a possible target for the therapy of bladder cancer.	MINDY	1	Other	H.sapiens
142	UBP47_HUMAN	CADH1_HUMAN	Q96K76	P12830	USP47	CDH1	MEDLINE	29080116	<span class="match term0">USP47</span> can be recruited to AJs and suppress the ubiquitination of <span class="match term1">E-cadherin</span>, thus inhibiting its resultant proteasomal degradation	USP	1	Training data	H.sapiens
143	JOS1_HUMAN	SOCS1_HUMAN	Q15040	O15524	JOSD1	SOCS1	MEDLINE	28355105	<span class="match term0">JOSD1</span> Negatively Regulates Type-I Interferon Antiviral Activity by Deubiquitinating and Stabilizing <span class="match term1">SOCS1</span>	Josephin	1	Other	H.sapiens
144	EIF3H_HUMAN	SNAI1_HUMAN	O15372	O95863	EIF3H	SNAI1	MEDLINE	32867821	Moreover, we identified <span class="match term0">EIF3H</span> as a novel deubiquitinating enzyme of <span class="match term1">Snail</span>	JAMM	1	Other	H.sapiens
145	BRCC3_HUMAN	JAK2_HUMAN	P46736	O60674	BRCC3	JAK2	MEDLINE	30755420	Endogenous <span class="match term1">JAK2</span> and phospho-<span class="match term1">JAK2</span> were rapidly K63-ubiquitinated upon TPO stimulation, and this action was augmented in cells depleted of the BRISC core components KIAA0157, MERIT40, or <span class="match term0">BRCC36</span>	JAMM	1	Other	H.sapiens
146	USP9X_HUMAN	CADH1_HUMAN	Q93008	P12830	USP9X	CDH1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
147	UBP37_HUMAN	CDN1B_HUMAN	Q86T82	P46527	USP37	CDKN1B	MEDLINE	22665064	Ectopically expressed wild-type <span class="match term0">USP37</span> formed a complex with <span class="match term1">p27</span>, promoted its deubiquitination and stabilization and blocked cell proliferation.	USP	1	Training data	H.sapiens
148	TNAP3_HUMAN	RIPK3_HUMAN	P21580	Q9Y572	TNFAIP3	RIPK3	MEDLINE	32599618	Mechanistically, ABIN3 is rapidly recruited to the TNF-RSC complex, which interacts and coordinates with deubiquitinating enzyme <span class="match term0">A20</span> to control the K63 deubiquitination modification and subsequent activation of the critical necroptosis kinase, <span class="match term1">RIPK3</span>, to suppress necroptosis	OTU	1	Training data	H.sapiens
149	USP9X_HUMAN	PEX5_HUMAN	Q93008	P50542	USP9X	PEX5	MEDLINE	26367801	In addition, <span class="match term1">PEX5P</span> can be deubiquitinated by the deubiquitinase <span class="match term0">USP9X</span>	USP	1	Training data	H.sapiens
150	UBP10_HUMAN	CFTR_HUMAN	Q14694	P13569	USP10	CFTR	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
151	PAN2_HUMAN	CTIP_HUMAN	Q504Q3	Q99708	PAN2	RBBP8	MEDLINE	33097710	Mechanistically, <span class="match term0">USP52</span> removes the ubiquitination of <span class="match term1">CtIP</span> to facilitate the phosphorylation and activation of <span class="match term1">CtIP</span> at Thr-847	USP	1	Other	H.sapiens
152	UBP7_HUMAN	CHK1_HUMAN	Q93009	O14757	USP7	CHEK1	MEDLINE	31601781	31601781	USP	1	Training data	H.sapiens
153	UBP4_HUMAN	TRAF2_HUMAN	Q13107	Q12933	USP4	TRAF2	MEDLINE	22029577	Ubiquitin-specific protease 4 (<span class="match term0">USP4</span>) targets <span class="match term1">TRAF2</span> and TRAF6 for deubiquitination and inhibits TNFalpha-induced cancer cell migration	USP	1	Training data	H.sapiens
154	UCHL1_HUMAN	NTRK2_HUMAN	P09936	Q16620	UCHL1	NTRK2	MEDLINE	28500221	Ubiquitin C-Terminal Hydrolase L1 (<span class="match term0">UCH-L1</span>) Promotes Hippocampus-Dependent Memory via Its Deubiquitinating Effect on <span class="match term1">TrkB</span>	UCH	1	Training data	H.sapiens
155	UBP8_HUMAN	S22A6_HUMAN	P40818	Q4U2R8	USP8	SLC22A6	MEDLINE	32818533	Results We demonstrated that <span class="match term0">USP8</span> overexpression in <span class="match term1">hOAT1</span>-expressing cells led to an increased <span class="match term1">hOAT1</span> transporter activity and expression, which correlated well with a reduced <span class="match term1">hOAT1</span> ubiquitination	USP	1	Other	H.sapiens
156	BAP1_HUMAN	HCFC1_HUMAN	Q92560	P51610	BAP1	HCFC1	MEDLINE	29069806	The tumor suppressor <span class="match term0">BAP1</span> associates with ASXL1/2 to form the core Polycomb complex PR-DUB, which catalyzes the removal of mono-ubiquitin from several substrates including histone H2A. This complex also mediates the poly-deubiquitination of <span class="match term1">HCFC1</span>, OGT and PCG1-alpha, preventing them from proteasomal degradation.	UCH	1	Training data	H.sapiens
157	OTUL_HUMAN	ATG13_HUMAN	Q96BN8	O75143	OTULIN	ATG13	MEDLINE	32543267	Together, our study provides evidence that LUBAC and <span class="match term0">OTULIN</span> cooperatively regulate autophagy initiation and autophagosome maturation by mediating the linear ubiquitination and the stabilization of <span class="match term1">ATG13</span>.	Other	1	Other	H.sapiens
