NUMBER	SwissProt ID (E3)	SwissProt ID (Substrate)	SwissProt AC (E3)	SwissProt AC (Substrate)	Gene Symbol (E3)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	E3TYPE	COUNT	type	species
150	RDX_DROME	Q9VHV8_DROME	Q9VFP2	Q9VHV8	rdx	puc	MEDLINE	22199232	E3Net	Other	1	Other	D.melanogaster
151	RDX_DROME	CI_DROME	Q9VFP2	P19538	rdx	ci	MEDLINE	22199232	E3Net	Other	1	Other	D.melanogaster
152	B7Z078_DROME	AXN_DROME	B7Z078	Q9V407	Rnf146	Axn	MEDLINE	30796047	30796047	RING	1	Other	D.melanogaster
153	RING1_DROME	H2AV_DROME	Q9VB08	P08985	Sce	His2Av	MEDLINE	22199232	E3Net	RING	1	Other	D.melanogaster
154	SINA_DROME	TTKA_DROME	P21461	P42282	sina	ttk	MEDLINE	22199232	E3Net	RING	1	Other	D.melanogaster
155	O44382_DROME	PLK4_DROME	O44382	O97143	slmb	SAK	MEDLINE	22199232	E3Net	Other	1	Other	D.melanogaster
156	Q9VDE3_DROME	Q9V3B8_DROME	Q9VDE3	Q9V3B8	slmb	nerfin-1	MEDLINE	29154825	Mechanistically, Slimb associates with <span class="match term1">Nerfin-1</span> and promotes it ubiquitination and degradation in Drosophila S2R+ cells	F-box	1	Other	D.melanogaster
157	-	O46122_DROME	-	O46122	SPOP	puc	MEDLINE	19164706	UbiNet 2.0	Other	1	Other	D.melanogaster
158	-	Q9VHV8_DROME	-	Q9VHV8	SPOP	puc	MEDLINE	19164706	UbiNet 2.0	Other	1	Other	D.melanogaster
159	Q9XYW6_DROME	INSR_DROME	Q9XYW6	P09208	STUB1	InR	MEDLINE	28431247	The Ubiquitin Ligase <span class="match term0">CHIP</span> Integrates Proteostasis and Aging by Regulation of Insulin Receptor Turnover.	UBOX	1	Other	D.melanogaster
160	B7YZY9_DROME	DTX_DROME	B7YZY9	Q23985	Su(dx)	dx	MEDLINE	30213861	30213861	Other	1	Other	D.melanogaster
161	SUDX_DROME	DTX_DROME	Q9Y0H4	Q23985	Su(dx)	dx	MEDLINE	30213861	30213861	HECT	1	Other	D.melanogaster
162	A1Z7P5_DROME	Q7KJV5_DROME	A1Z7P5	Q7KJV5	Su(var)210	Aos1	MEDLINE	31901446	31901446	RING	1	Other	D.melanogaster
163	TOPRS_DROME	HAIR_DROME	Q9V8P9	P14003	Topors	h	MEDLINE	22199232	E3Net	RING	1	Other	D.melanogaster
164	Q9VTH1_DROME	Q9VXF9_DROME	Q9VTH1	Q9VXF9	Ube3a	rngo	MEDLINE	31130875	31130875	SINGLE_OTHER	1	Other	D.melanogaster
165	Q9VTH1_DROME	ATNA_DROME	Q9VTH1	P13607	Ube3a	Atpalpha	MEDLINE	28888970	Here we expand on previous work showing that the Na+/K+ pump <span class="match term1">ATPalpha</span> is a direct ubiquitin ligase substrate of <span class="match term0">Dube3a</span>	Other	1	Other	D.melanogaster
166	DTL_DANRE	Q8JFE3_DANRE	Q5RHI5	Q8JFE3	dtl	tp63	MEDLINE	31591562	31591562	DWD	1	Other	D.rerio
167	A0A2I4KBP1_DANRE	SHH_DANRE	A0A2I4KBP1	Q92008	gan	shha	MEDLINE	31503551	31503551	Other	1	Other	D.rerio
168	KLH12_DANRE	-	Q5U374	-	klhl12	DSH	MEDLINE	16547521	UbiNet 2.0	BTB_3	1	Other	D.rerio
169	MDM2_DANRE	P53_DANRE	O42354	P79734	mdm2	tp53	MEDLINE	32278060	32278060	RING	1	Other	D.rerio
170	MIB1_DANRE	JAG1B_DANRE	Q804S5	Q90Y54	mib1	jag1b	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
171	MIB1_DANRE	DLLB_DANRE	Q804S5	O57409	mib1	dlb	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
172	MIB1_DANRE	DLLD_DANRE	Q804S5	Q8UWJ4	mib1	dld	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
173	MIB1_DANRE	STING_DANRE	Q804S5	E7F4N7	mib1	sting1	MEDLINE	30508673	30508673	RING	1	Other	D.rerio
174	MIB1_DANRE	JAG1A_DANRE	Q804S5	Q90Y57	mib1	jag1a	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
175	MIB1_DANRE	DLLC_DANRE	Q804S5	Q9IAT6	mib1	dlc	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
176	MIB1_DANRE	DLLA_DANRE	Q804S5	Q6DI48	mib1	dla	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
177	RAG1_DANRE	H33_DANRE	O13033	Q6PI20	rag1	h3f3a	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
178	RAG1_DANRE	H32_DANRE	O13033	Q4QRF4	rag1	zgc:113984	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
179	A0A2R8Q387_DANRE	Q803T0_DANRE	A0A2R8Q387	Q803T0	rnf4	dnmt1	MEDLINE	29634367	<span class="match term0">RNF4</span> regulates zebrafish granulopoiesis through the <span class="match term1">DNMT1</span>-C/EBPalpha axis.	Other	1	Other	D.rerio
180	SIAH1_DANRE	G1K2I7_DANRE	Q7ZVG6	G1K2I7	siah1	cdhr1a	MEDLINE	33330480	Proteasome-Mediated Regulation of <span class="match term1">Cdhr1a</span> by <span class="match term0">Siah1</span> Modulates Photoreceptor Development and Survival in Zebrafish.	RING	1	Other	D.rerio
181	SMUF2_DANRE	P53_DANRE	A9JRZ0	P79734	smurf2	tp53	MEDLINE	32278060	32278060	HECT	1	Other	D.rerio
182	SYVN1_DANRE	SYVN1_DANRE	Q803I8	Q803I8	syvn1	syvn1	MEDLINE	22199232	E3Net	RING	1	Other	D.rerio
183	E7EYR3_DANRE	CCND1_DANRE	E7EYR3	Q90459	ttc3	ccnd1	MEDLINE	33067265	RNA-Binding RING E3-Ligase DZIP3/hRUL138 Stabilizes Cyclin D1 to Drive Cell-Cycle and Cancer Progression.	Other	1	Other	D.rerio
184	RSP5_EMENI	UAPA_EMENI	Q5BDP1	Q07307	hulA	uapA	MEDLINE	22199232	E3Net	Other	1	Other	E.nidulans
185	-	FBXW7_HUMAN	-	Q969H0	TRP120	FBXW7	MEDLINE	32353058	UbiNet 2.0	Other	1	Other	Ehrlichia chaffeensis
186	HAKAI_CHICK	CADH1_CHICK	Q5ZHZ4	P08641	CBLL1	CDH1	MEDLINE	22199232	E3Net	RING	1	Other	G.gallus
187	RAG1_CHICK	H33_CHICK	P24271	P84247	RAG1	H3IX	MEDLINE	22199232	E3Net	RING	1	Other	G.gallus
188	RAG1_CHICK	H32_CHICK	P24271	P84229	RAG1	H3I	MEDLINE	22199232	E3Net	RING	1	Other	G.gallus
189	E1C049_CHICK	MYD88_CHICK	E1C049	A5HNF6	SPOP	MYD88	MEDLINE	32365080	UbiNet 2.0	Other	1	Other	G.gallus
190	AHR_HUMAN	ESR1_HUMAN	P35869	P03372	AHR	ESR1	MEDLINE	21397018	UbiNet 2.0	Other	1	Training data	H.sapiens
191	AHR_HUMAN	PPARG_HUMAN	P35869	P37231	AHR	PPARG	MEDLINE	31653699	UbiNet 2.0	Other	1	Other	H.sapiens
192	AMRA1_HUMAN	BECN1_HUMAN	Q9C0C7	Q14457	AMBRA1	BECN1	MEDLINE	23974797	<span class="match term0">Ambra1</span> is an E3 ligase for lysine 63-linked ubiquitination of <span class="match term1">Beclin 1</span> that is required for starvation-induced autophagy	DWD	1	Other	H.sapiens
193	AMFR2_HUMAN	APOB_HUMAN	Q9UKV5	P04114	AMFR	APOB	MEDLINE	12670940	Finally, using an in vitro translation system, we demonstrated that <span class="match term0">gp78</span> led to increased ubiquitinylation and proteasomal degradation of apoB48	RING	1	Training data	H.sapiens
194	AMFR2_HUMAN	CD3D_HUMAN	Q9UKV5	P04234	AMFR	CD3D	MEDLINE	11724934	Importantly, <span class="match term0">gp78</span> can also mediate degradation of <span class="match term1">CD3-delta</span>, a well-characterized ERAD substrate	RING	1	Training data	H.sapiens
195	AMFR_HUMAN	SODC_HUMAN	Q9UKV5	P00441	AMFR	SOD1	MEDLINE	19661182	UbiNet 2.0	RING	1	Other	H.sapiens
196	AMFR2_HUMAN	CP3A4_HUMAN	Q9UKV5	P08684	AMFR	CYP3A4	MEDLINE	19095658	To determine whether phosphorylation enhances <span class="match term1">CYP3A4</span> degradation by enhancing its ubiquitination, <span class="match term1">CYP3A4</span> ubiquitination was examined in an in vitro UBC7/<span class="match term0">gp78</span>-reconstituted system with and without cAMP-dependent protein kinase A and PKC, two liver cytosolic kinases involved in <span class="match term1">CYP3A4</span> phosphorylation	RING	1	Training data	H.sapiens
197	AMFR2_HUMAN	HMDH_HUMAN	Q9UKV5	P04035	AMFR	HMGCR	MEDLINE	17681147	The membrane-anchored ubiquitin ligase <span class="match term0">gp78</span> promotes degradation of misfolded endoplasmic reticulum (ER) proteins and sterol-regulated degradation of <span class="match term1">HMG-CoA</span> reductase	RING	1	Training data	H.sapiens
198	AMFR2_HUMAN	A1AT_HUMAN	Q9UKV5	P01009	AMFR	SERPINA1	MEDLINE	16979136	Here we report that <span class="match term0">gp78</span>, a ubiquitin ligase (E3) pairing with mammalian Ubc7 for ERAD, ubiquitinates and facilitates degradation of ATZ, the classic deficiency variant of <span class="match term1">AAT</span> having a Z mutation (Glu 342 Lys)	RING	1	Training data	H.sapiens
199	AMFR2_HUMAN	INSI1_HUMAN	Q9UKV5	O15503	AMFR	INSIG1	MEDLINE	17043353	Here, we report that the ubiquitin ligase <span class="match term0">gp78</span>, which binds with much higher affinity to Insig-1 than Insig-2, is required for ubiquitination and degradation of Insig-1 in sterol-depleted cells	RING	1	Training data	H.sapiens
200	AMFR_HUMAN	CXB1_HUMAN	Q9UKV5	P08034	AMFR	GJB1	MEDLINE	30737405	Ultimately, the E3 ligase <span class="match term0">gp78</span> ubiquitinates <span class="match term1">Cx32</span> proteins, targeting them for degradation	RING	1	Other	H.sapiens
201	AMFR_HUMAN	HERP1_HUMAN	Q9UKV5	Q15011	AMFR	HERPUD1	MEDLINE	17310145	UbiNet 2.0	RING	1	Other	H.sapiens
202	AMFR2_HUMAN	CFTR_HUMAN	Q9UKV5	P13569	AMFR	CFTR	MEDLINE	18216283	<span class="match term0">Gp78</span> cooperates with RMA1 in endoplasmic reticulum-associated degradation of CFTRDeltaF508	RING	1	Training data	H.sapiens
203	AMFR_HUMAN	MFN1_HUMAN	Q9UKV5	Q8IWA4	AMFR	MFN1	MEDLINE	23427266	UbiNet 2.0	RING	1	Training data	H.sapiens
204	AMFR_HUMAN	MFN2_HUMAN	Q9UKV5	O95140	AMFR	MFN2	MEDLINE	23427266	UbiNet 2.0	RING	1	Training data	H.sapiens
205	AMFR2_HUMAN	CD82_HUMAN	Q9UKV5	P27701	AMFR	CD82	MEDLINE	18037895	The ubiquitin ligase <span class="match term0">gp78</span> promotes sarcoma metastasis by targeting <span class="match term1">KAI1</span> for degradation	RING	1	Training data	H.sapiens
206	AMFR_HUMAN	UBL4A_HUMAN	Q9UKV5	P11441	AMFR	UBL4A	MEDLINE	24424410	Here we demonstrate that the ERAD E3 <span class="match term0">gp78</span> can ubiquitinate not only ERAD substrates, but also the machinery protein <span class="match term1">Ubl4A</span>, a key component of the Bag6 chaperone complex	RING	1	Other	H.sapiens
207	AMFR_HUMAN	NEUS_HUMAN	Q9UKV5	Q99574	AMFR	SERPINI1	MEDLINE	21507957	UbiNet 2.0	RING	1	Training data	H.sapiens
208	APC11_HUMAN	PTTG1_HUMAN	Q9NYG5	O95997	ANAPC11	PTTG1	MEDLINE	22199232	E3Net	Other	1	Other	H.sapiens
209	APC11_HUMAN	ANLN_HUMAN	Q9NYG5	Q9NQW6	ANAPC11	ANLN	MEDLINE	22199232	E3Net	Other	1	Other	H.sapiens
210	APC11_HUMAN	GEMI_HUMAN	Q9NYG5	O75496	ANAPC11	GMNN	MEDLINE	22199232	E3Net	Other	1	Other	H.sapiens
211	APC11_HUMAN	CCNB1_HUMAN	Q9NYG5	P14635	ANAPC11	CCNB1	MEDLINE	22199232	E3Net	Other	1	Other	H.sapiens
212	ANC2_HUMAN	PTTG1_HUMAN	Q9UJX6	O95997	ANAPC2	PTTG1	MEDLINE	12956947	UbiNet 2.0	Other	1	Other	H.sapiens
213	-	IRS2_HUMAN	-	Q9Y4H2	APC/C	IRS2	MEDLINE	32554797	UbiNet 2.0	Other	1	Other	H.sapiens
214	-	PININ_HUMAN	-	Q9H307	APC/C	PNN	MEDLINE	32203416	UbiNet 2.0	Other	1	Other	H.sapiens
215	ARI1B_HUMAN	ARI1B_HUMAN	Q8NFD5	Q8NFD5	ARID1B	ARID1B	MEDLINE	20086098	UbiNet 2.0	Other	1	Training data	H.sapiens
216	ARI1_HUMAN	IF4E2_HUMAN	Q9Y4X5	O60573	ARIH1	EIF4E2	MEDLINE	14623119	UbiNet 2.0	RING	1	Training data	H.sapiens
217	ARI1_HUMAN	SIM2_HUMAN	Q9Y4X5	Q14190	ARIH1	SIM2	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
218	ARI2_HUMAN	IKBB_HUMAN	O95376	Q15653	ARIH2	NFKBIB	MEDLINE	23179078	UbiNet 2.0	RING	1	Training data	H.sapiens
219	ARI2_HUMAN	ABC3G_HUMAN	O95376	Q9HC16	ARIH2	APOBEC3G	MEDLINE	31253590	UbiNet 2.0	RING	1	Other	H.sapiens
220	ARI2_HUMAN	GFI1_HUMAN	O95376	Q99684	ARIH2	GFI1	MEDLINE	17646546	Because neither proteasome-ubiquitin nor <span class="match term0">Triad1</span> ubiquitin ligase activity was required for the inhibition of <span class="match term1">Gfi1</span> ubiquitination, these data suggest that <span class="match term0">Triad1</span> competes for <span class="match term1">Gfi1</span> binding with as yet to be identified E3 ubiquitin ligases that do mark <span class="match term1">Gfi1</span> for proteasomal degradation	RING	1	Training data	H.sapiens
221	ARI2_HUMAN	ARI2_HUMAN	O95376	O95376	ARIH2	ARIH2	MEDLINE	16118314	hUbiquitome	RING	1	Other	H.sapiens
222	ASAP1_HUMAN#TP53B_HUMAN	P53_HUMAN	Q9ULH1#Q12888	P04637	ASAP1#TP53BP1	TP53	MEDLINE	32296023	UbiNet 2.0	Other	1	Other	H.sapiens
223	ASB11_HUMAN	BIK_HUMAN	Q8WXH4	Q13323	ASB11	BIK	MEDLINE	31387940	ER stress leads to the activation of <span class="match term0">ASB11</span> by XBP1s during the adaptive phase of the unfolded protein response, which stimulates <span class="match term1">BIK</span> ubiquitination, interaction with p97/VCP, and proteolysis	SOCS_VHL_BC-box	1	Other	H.sapiens
224	ASB11_HUMAN	RPN1_HUMAN	Q8WXH4	P04843	ASB11	RPN1	MEDLINE	24337577	We also demonstrated that <span class="match term0">ASB11</span> is a novel endoplasmic reticulum-associated ubiquitin ligase with the ability to interact and promote the ubiquitination of Ribophorin 1, an integral protein of the oligosaccharyltransferase (OST) glycosylation complex	SOCS_VHL_BC-box	1	Other	H.sapiens
225	ASB2_HUMAN	FLNA_HUMAN	Q96Q27	P21333	ASB2	FLNA	MEDLINE	18799729	<span class="match term0">ASB2</span> targets filamins A and B to proteasomal degradation.	SOCS_VHL_BC-box	1	Other	H.sapiens
226	ASB2_HUMAN	FLNB_HUMAN	Q96Q27	O75369	ASB2	FLNB	MEDLINE	19300455	ASB2beta is part of an active E3 ubiquitin ligase complex and targets the actin-binding protein filamin B (<span class="match term1">FLNb</span>) for proteasomal degradation	SOCS_VHL_BC-box	1	Training data	H.sapiens
227	ASB3_HUMAN	TNR1B_HUMAN	Q9Y575	P20333	ASB3	TNFRSF1B	MEDLINE	15899873	<span class="match term0">ASB3</span> expression and activities are required for (i) TNF-R2 ubiquitination both in vivo and in vitro, (ii) TNF-R2 proteolysis via the proteasome pathway, and (iii) the inhibition of TNF-R2-mediated Jun N-terminal protein kinase (JNK) activation	SOCS_VHL_BC-box	1	Training data	H.sapiens
228	ASB4_HUMAN	ID2_HUMAN	Q9Y574	Q02363	ASB4	ID2	MEDLINE	24586788	The ubiquitin ligase <span class="match term0">ASB4</span> promotes trophoblast differentiation through the degradation of <span class="match term1">ID2</span>.	SOCS_VHL_BC-box	1	Other	H.sapiens
229	ASB8_HUMAN	RED_HUMAN	Q9H765	Q13123	ASB8	IK	MEDLINE	31009856	In turn, <span class="match term0">ASB8</span> facilitated K48-linked ubiquitination and degradation of IKKbeta via the ubiquitin-proteasome pathway, resulting in remarkable inhibition of I-kappa-B-alpha (IkappaBalpha) and of p65 phosphorylation, consequently suppressing NF-kappaB activity	SOCS_VHL_BC-box	1	Other	H.sapiens
230	ASB9_HUMAN	KCRB_HUMAN	Q96DX5	P12277	ASB9	CKB	MEDLINE	17148442	The targeting of <span class="match term1">CKB</span> for degradation by Asb-9 was primarily SOCS box-dependent and suggests that Asb-9 acts as a specific ubiquitin ligase regulating levels of this evolutionarily conserved enzyme	SOCS_VHL_BC-box	1	Training data	H.sapiens
231	ASB9_HUMAN	KCRU_HUMAN	Q96DX5	P12532	ASB9	CKMT1A	MEDLINE	20302626	<span class="match term0">ASB9</span> interacts with ubiquitous mitochondrial creatine kinase and inhibits mitochondrial function.	SOCS_VHL_BC-box	1	Other	H.sapiens
232	AURKA_HUMAN	SODM_HUMAN	O14965	P04179	AURKA	SOD2	MEDLINE	30811038	Meanwhile, the IP results confirmed that <span class="match term0">AURKA</span> could bind to <span class="match term1">SOD2</span> and degrade it through K48 ubiquitination	SINGLE_OTHER	1	Other	H.sapiens
233	BARD1_HUMAN	H2AX_HUMAN	Q99728	P16104	BARD1	H2AX	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
234	BARD1_HUMAN	ESR1_HUMAN	Q99728	P03372	BARD1	ESR1	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
235	BARD1_HUMAN	BRCA1_HUMAN	Q99728	P38398	BARD1	BRCA1	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
236	BARD1_HUMAN	RPAB3_HUMAN	Q99728	P52434	BARD1	POLR2H	MEDLINE	17283126	UbiNet 2.0	RING	1	Other	H.sapiens
237	BARD1_HUMAN	RPB1_HUMAN	Q99728	P24928	BARD1	POLR2A	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
238	BFAR_HUMAN	BI1_HUMAN	Q9NZS9	P55061	BFAR	TMBIM6	MEDLINE	21068390	UbiNet 2.0	RING	1	Training data	H.sapiens
239	BFAR_HUMAN	TGFA_HUMAN	Q9NZS9	P01135	BFAR	TGFA	MEDLINE	33914044	Mechanistically, <span class="match term0">BFAR</span> mediates K63-linked ubiquitination of TGFbetaR1 at K268, which is critical to activate <span class="match term1">TGFbeta</span> signaling	RING	1	Other	H.sapiens
240	BIRC2_HUMAN	TANK_HUMAN	Q13490	Q92844	BIRC2	TANK	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
241	BIRC2_HUMAN	M3K14_HUMAN	Q13490	Q99558	BIRC2	MAP3K14	MEDLINE	18022362	Through their ubiquitin E3 ligase activities <span class="match term0">c-IAP1</span> and c-IAP2 promote proteasomal degradation of <span class="match term1">NIK</span>, the central ser/thr kinase in the noncanonical NF-kappaB pathway	RING	1	Training data	H.sapiens
242	BIRC2_HUMAN	RIPK4_HUMAN	Q13490	P57078	BIRC2	RIPK4	MEDLINE	21931591	<span class="match term0">cIAP1</span>/2 are direct E3 ligases conjugating diverse types of ubiquitin chains to receptor interacting proteins kinases 1 to 4 (RIP1-4).	RING	1	Other	H.sapiens
243	BIRC2_HUMAN	DBLOH_HUMAN	Q13490	Q9NR28	BIRC2	DIABLO	MEDLINE	14960576	Here we show that Smac/<span class="match term1">DIABLO</span>, a mammalian functional homolog of Reaper/Hid/Grim, selectively causes the rapid degradation of <span class="match term0">c-IAP1</span> and c-IAP2 but not XIAP and Livin in HeLa cells, although it efficiently promotes the auto-ubiquitination of them all	RING	1	Training data	H.sapiens
244	BIRC2_HUMAN	XPO2_HUMAN	Q13490	P55060	BIRC2	CSE1L	MEDLINE	26668314	UbiNet 2.0	RING	1	Other	H.sapiens
245	BIRC2_HUMAN	RAC1_HUMAN	Q13490	P63000	BIRC2	RAC1	MEDLINE	22117219	UbiNet 2.0	RING	1	Other	H.sapiens
246	BIRC2_HUMAN	CASP8_HUMAN	Q13490	Q14790	BIRC2	CASP8	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
247	BIRC2_HUMAN	RIPK1_HUMAN	Q13490	Q13546	BIRC2	RIPK1	MEDLINE	18570872	UbiNet 2.0	RING	1	Training data	H.sapiens
248	BIRC2_HUMAN	TRAF1_HUMAN	Q13490	Q13077	BIRC2	TRAF1	UniProt	BIRC2_HUMAN	Polyubiquitinated by <span class="match term0">BIRC2</span> and/or BIRC3, leading to its subsequent proteasomal degradation	RING	1	Training data	H.sapiens
249	BIRC2_HUMAN	TRAF2_HUMAN	Q13490	Q12933	BIRC2	TRAF2	MEDLINE	16282325	Here, we compared the structural features of <span class="match term0">cIAP1</span> responsible for its interactions with two known target proteins, <span class="match term1">TRAF2</span> and SMAC	RING	1	Training data	H.sapiens
250	BIRC2_HUMAN	TRAF6_HUMAN	Q13490	Q9Y4K3	BIRC2	TRAF6	MEDLINE	20097753	UbiNet 2.0	RING	1	Training data	H.sapiens
251	BIRC2_HUMAN	CASP7_HUMAN	Q13490	P55210	BIRC2	CASP7	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
252	BIRC2_HUMAN	BIRC2_HUMAN	Q13490	Q13490	BIRC2	BIRC2	MEDLINE	18939944	UbiNet 2.0	RING	1	Training data	H.sapiens
253	BIRC2_HUMAN	NEMO_HUMAN	Q13490	Q9Y6K9	BIRC2	IKBKG	UniProt	BIRC2_HUMAN	LUBAC is proposed to be recruited to the TNF-R1 signaling complex (TNF-RSC) following polyubiquitination of TNF-RSC components by <span class="match term0">BIRC2</span> and/or BIRC3 and to conjugate linear polyubiquitin to <span class="match term1">IKBKG</span> and possibly other components contributing to the stability of the complex	RING	1	Training data	H.sapiens
254	BIRC2_HUMAN	MAD1_HUMAN	Q13490	Q05195	BIRC2	MXD1	MEDLINE	18082613	Here we show that <span class="match term0">c-IAP1</span> catalyzes ubiquitination of Max-dimerization protein-1 (<span class="match term1">Mad1</span>), a cellular antagonist of Myc	RING	1	Training data	H.sapiens
255	BIRC2_HUMAN	RIPK3_HUMAN	Q13490	Q9Y572	BIRC2	RIPK3	MEDLINE	21931591	<span class="match term0">cIAP1</span>/2 are direct E3 ligases conjugating diverse types of ubiquitin chains to receptor interacting proteins kinases 1 to 4 (RIP1-4).	RING	1	Other	H.sapiens
256	BIRC2_HUMAN	CASP3_HUMAN	Q13490	P42574	BIRC2	CASP3	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
257	BIRC2_HUMAN	PGAM5_HUMAN	Q13490	Q96HS1	BIRC2	PGAM5	MEDLINE	23201124	UbiNet 2.0	RING	1	Other	H.sapiens
258	BIRC2_HUMAN	M3K5_HUMAN	Q13490	Q99683	BIRC2	MAP3K5	MEDLINE	17220297	Tumor necrosis factor receptor 2 signaling induces selective <span class="match term0">c-IAP1</span>-dependent <span class="match term1">ASK1</span> ubiquitination and terminates mitogen-activated protein kinase signaling	RING	1	Training data	H.sapiens
259	BIRC2_HUMAN	IKKE_HUMAN	Q13490	Q14164	BIRC2	IKBKE	MEDLINE	23453969	UbiNet 2.0	RING	1	Other	H.sapiens
260	BIRC2_HUMAN	TRAF3_HUMAN	Q13490	Q13114	BIRC2	TRAF3	MEDLINE	20097753	UbiNet 2.0	RING	1	Training data	H.sapiens
261	BIRC2_HUMAN	MD1L1_HUMAN	Q13490	Q9Y6D9	BIRC2	MAD1L1	MEDLINE	18082613	Here we show that <span class="match term0">c-IAP1</span> catalyzes ubiquitination of Max-dimerization protein-1 (<span class="match term1">Mad1</span>), a cellular antagonist of Myc	RING	1	Training data	H.sapiens
262	BIRC2_HUMAN	PCSK9_HUMAN	Q13490	Q8NBP7	BIRC2	PCSK9	MEDLINE	23085658	UbiNet 2.0	RING	1	Training data	H.sapiens
263	BIRC2_HUMAN	PACS2_HUMAN	Q13490	Q86VP3	BIRC2	PACS2	MEDLINE	24633224	UbiNet 2.0	RING	1	Other	H.sapiens
264	BIRC2_HUMAN	RIPK2_HUMAN	Q13490	O43353	BIRC2	RIPK2	MEDLINE	21931591	<span class="match term0">cIAP1</span>/2 are direct E3 ligases conjugating diverse types of ubiquitin chains to receptor interacting proteins kinases 1 to 4 (RIP1-4).	RING	1	Other	H.sapiens
265	BIRC3_HUMAN	M3K14_HUMAN	Q13489	Q99558	BIRC3	MAP3K14	MEDLINE	18997792	Degradation of TRAF3 prevented association of <span class="match term1">NIK</span> with the cIAP1-<span class="match term0">cIAP2</span>-TRAF2 ubiquitin ligase complex, which resulted in <span class="match term1">NIK</span> stabilization and NF-kappaB2-p100 processing	RING	1	Training data	H.sapiens
266	BIRC3_HUMAN	KRR1_HUMAN	Q13489	Q13601	BIRC3	KRR1	MEDLINE	18570872	We demonstrate that AEG40730, a compound modeled on BIR-binding tetrapeptides, binds to cIAP1 and <span class="match term0">cIAP2</span>, facilitates their autoubiquitination and proteosomal degradation, and causes a dramatic reduction in RIP1 ubiquitination	RING	1	Training data	H.sapiens
267	BIRC3_HUMAN	IRF1_HUMAN	Q13489	P10914	BIRC3	IRF1	MEDLINE	24464131	UbiNet 2.0	RING	1	Other	H.sapiens
268	BIRC3_HUMAN	TRAF1_HUMAN	Q13489	Q13077	BIRC3	TRAF1	MEDLINE	15468071	In this report, we have shown that <span class="match term0">cIAP2</span> specifically mediated ubiquitination and proteasome-dependent degradation of <span class="match term1">TRAF1</span>	RING	1	Training data	H.sapiens
269	BIRC3_HUMAN	TRAF6_HUMAN	Q13489	Q9Y4K3	BIRC3	TRAF6	MEDLINE	20097753	UbiNet 2.0	RING	1	Training data	H.sapiens
270	BIRC3_HUMAN	RIPK3_HUMAN	Q13489	Q9Y572	BIRC3	RIPK3	MEDLINE	21931591	cIAP1/2 are direct E3 ligases conjugating diverse types of ubiquitin chains to receptor interacting proteins kinases 1 to 4 (RIP1-4).	RING	1	Other	H.sapiens
271	BIRC3_HUMAN	RIPK4_HUMAN	Q13489	P57078	BIRC3	RIPK4	MEDLINE	21931591	cIAP1/2 are direct E3 ligases conjugating diverse types of ubiquitin chains to receptor interacting proteins kinases 1 to 4 (RIP1-4).	RING	1	Other	H.sapiens
272	BIRC3_HUMAN	BCL10_HUMAN	Q13489	O95999	BIRC3	BCL10	MEDLINE	19279678	Auto-ubiquitination-induced degradation of MALT1-<span class="match term0">API2</span> prevents <span class="match term1">BCL10</span> destabilization in t(11;18)(q21;q21)-positive MALT lymphoma	RING	1	Training data	H.sapiens
273	BIRC3_HUMAN	CASP8_HUMAN	Q13489	Q14790	BIRC3	CASP8	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
274	BIRC3_HUMAN	TANK_HUMAN	Q13489	Q92844	BIRC3	TANK	MEDLINE	23007157	UbiNet 2.0	RING	1	Other	H.sapiens
275	BIRC3_HUMAN	PACS2_HUMAN	Q13489	Q86VP3	BIRC3	PACS2	MEDLINE	24633224	UbiNet 2.0	RING	1	Other	H.sapiens
276	BIRC3_HUMAN	MALT1_HUMAN	Q13489	Q9UDY8	BIRC3	MALT1	MEDLINE	19279678	Auto-ubiquitination-induced degradation of <span class="match term1">MALT1</span>-<span class="match term0">API2</span> prevents BCL10 destabilization in t(11;18)(q21;q21)-positive MALT lymphoma	RING	1	Training data	H.sapiens
277	BIRC3_HUMAN	IKKE_HUMAN	Q13489	Q14164	BIRC3	IKBKE	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
